ticker,report_period,previous_report_date,report_date,source
VITR.ST,2022-Q2,2022-07-15,2022-07-15,Vitrolife official MFN reports archive
VITR.ST,2022-Q3,2022-10-27,2022-10-27,Vitrolife official MFN reports archive
VITR.ST,2022-Q4,2023-02-02,2023-02-02,Vitrolife official MFN reports archive
VITR.ST,2023-Q1,2023-04-21,2023-04-21,Vitrolife official MFN reports archive
VITR.ST,2023-Q2,2023-07-14,2023-07-14,Vitrolife official MFN reports archive
VITR.ST,2024-Q4,2025-01-30,2025-01-30,Vitrolife official MFN reports archive
VITR.ST,2025-Q3,2025-10-23,2025-10-23,Vitrolife official MFN reports archive
VOLV-A.ST,2018-Q3,2018-10-19,2018-10-19,Volvo Group official reports archive
VOLV-A.ST,2018-Q4,2019-01-30,2019-01-30,Volvo Group official reports archive
VOLV-A.ST,2019-Q1,2019-04-24,2019-04-24,Volvo Group official reports archive
VOLV-A.ST,2019-Q2,2019-07-18,2019-07-18,Volvo Group official reports archive
VOLV-A.ST,2019-Q3,2019-10-18,2019-10-18,Volvo Group official reports archive
VOLV-A.ST,2019-Q4,2020-01-30,2020-01-30,Volvo Group official reports archive
VOLV-A.ST,2020-Q1,2020-04-23,2020-04-23,Volvo Group official reports archive
VOLV-A.ST,2020-Q2,2020-07-17,2020-07-17,Volvo Group official reports archive
VOLV-A.ST,2020-Q3,2020-10-16,2020-10-16,Volvo Group official reports archive
VOLV-A.ST,2020-Q4,2021-02-03,2021-02-03,Volvo Group official reports archive
VOLV-A.ST,2021-Q1,2021-04-22,2021-04-22,Volvo Group official reports archive
VOLV-A.ST,2021-Q2,2021-07-20,2021-07-20,Volvo Group official reports archive
VOLV-A.ST,2021-Q3,2021-10-21,2021-10-21,Volvo Group official reports archive
VOLV-A.ST,2021-Q4,2022-01-28,2022-01-28,Volvo Group official reports archive
VOLV-A.ST,2022-Q1,2022-04-22,2022-04-22,Volvo Group official reports archive
VOLV-A.ST,2022-Q2,2022-07-19,2022-07-19,Volvo Group official reports archive
VOLV-A.ST,2022-Q3,2022-10-20,2022-10-20,Volvo Group official reports archive
VOLV-A.ST,2022-Q4,2023-01-26,2023-01-26,Volvo Group official reports archive
VOLV-A.ST,2023-Q1,2023-04-20,2023-04-20,Volvo Group official reports archive
VOLV-A.ST,2023-Q2,2023-07-19,2023-07-19,Volvo Group official reports archive
VOLV-A.ST,2023-Q3,2023-10-18,2023-10-18,Volvo Group official reports archive
VOLV-A.ST,2023-Q4,2024-01-26,2024-01-26,Volvo Group official reports archive
VOLV-A.ST,2024-Q1,2024-04-17,2024-04-17,Volvo Group official reports archive
VOLV-A.ST,2024-Q2,2024-07-18,2024-07-18,Volvo Group official reports archive
VOLV-A.ST,2024-Q3,2024-10-18,2024-10-18,Volvo Group official reports archive
VOLV-A.ST,2024-Q4,2025-01-29,2025-01-29,Volvo Group official reports archive
VOLV-A.ST,2025-Q1,2025-04-23,2025-04-23,Volvo Group official reports archive
VOLV-A.ST,2025-Q2,2025-07-17,2025-07-17,Volvo Group official reports archive
VOLV-A.ST,2025-Q3,2025-10-17,2025-10-17,Volvo Group official reports archive
VOLV-A.ST,2025-Q4,2026-01-28,2026-01-28,Volvo Group official reports archive
VOLV-A.ST,2026-Q1,2026-04-24,2026-04-24,Volvo Group official reports archive
VOLV-A.ST,2026-Q2,2026-07-17,2026-07-17,Volvo Group official reports archive
ZZ-B.ST,2018-Q3,2018-11-15,2018-11-15,Zinzino official reports archive
ZZ-B.ST,2018-Q4,2019-02-28,2019-02-28,Zinzino official reports archive
ZZ-B.ST,2019-Q1,2019-05-16,2019-05-16,Zinzino official reports archive
ZZ-B.ST,2019-Q2,2019-08-30,2019-08-30,Zinzino official reports archive
ZZ-B.ST,2019-Q3,2019-11-15,2019-11-15,Zinzino official reports archive
ZZ-B.ST,2019-Q4,2020-02-28,2020-02-28,Zinzino official reports archive
ZZ-B.ST,2020-Q1,2020-05-14,2020-05-14,Zinzino official reports archive
ZZ-B.ST,2020-Q2,2020-08-28,2020-08-28,Zinzino official reports archive
ZZ-B.ST,2020-Q3,2020-11-20,2020-11-20,Zinzino official reports archive
ZZ-B.ST,2020-Q4,2021-02-26,2021-02-26,Zinzino official reports archive
ZZ-B.ST,2021-Q1,2021-05-18,2021-05-18,Zinzino official reports archive
ZZ-B.ST,2021-Q2,2021-08-27,2021-08-27,Zinzino official reports archive
ZZ-B.ST,2021-Q3,2021-11-19,2021-11-19,Zinzino official reports archive
ZZ-B.ST,2021-Q4,2022-02-28,2022-02-28,Zinzino official reports archive
ZZ-B.ST,2022-Q1,2022-05-13,2022-05-13,Zinzino official reports archive
ZZ-B.ST,2022-Q2,2022-08-26,2022-08-26,Zinzino official reports archive
ZZ-B.ST,2022-Q3,2022-11-17,2022-11-17,Zinzino official reports archive
ZZ-B.ST,2022-Q4,2023-02-28,2023-02-28,Zinzino official reports archive
ZZ-B.ST,2023-Q1,2023-05-12,2023-05-12,Zinzino official reports archive
ZZ-B.ST,2023-Q2,2023-08-31,2023-08-31,Zinzino official reports archive
ZZ-B.ST,2024-Q1,2024-05-22,2024-05-22,Zinzino official reports archive
ZZ-B.ST,2024-Q3,2024-11-19,2024-11-19,Zinzino official reports archive
ZZ-B.ST,2024-Q4,2025-02-27,2025-02-27,Zinzino official reports archive
ZZ-B.ST,2025-Q2,2025-08-29,2025-08-29,Zinzino official reports archive
ZZ-B.ST,2025-Q4,2026-02-25,2026-02-25,Zinzino official reports archive
SHOT.ST,2018-Q3,2018-10-25,2018-10-25,Scandic Hotels official reports archive
SHOT.ST,2018-Q4,2019-02-19,2019-02-19,Scandic Hotels official reports archive
SHOT.ST,2019-Q1,2019-05-07,2019-05-07,Scandic Hotels official reports archive
SHOT.ST,2019-Q2,2019-07-19,2019-07-19,Scandic Hotels official reports archive
SHOT.ST,2019-Q3,2019-10-24,2019-10-24,Scandic Hotels official reports archive
SHOT.ST,2019-Q4,2020-02-18,2020-02-18,Scandic Hotels official reports archive
SHOT.ST,2020-Q1,2020-05-20,2020-05-20,Scandic Hotels official reports archive
SHOT.ST,2020-Q2,2020-07-17,2020-07-17,Scandic Hotels official reports archive
SHOT.ST,2020-Q3,2020-11-03,2020-11-03,Scandic Hotels official reports archive
SHOT.ST,2020-Q4,2021-02-17,2021-02-17,Scandic Hotels official reports archive
SHOT.ST,2021-Q1,2021-04-28,2021-04-28,Scandic Hotels official reports archive
SHOT.ST,2021-Q2,2021-07-16,2021-07-16,Scandic Hotels official reports archive
SHOT.ST,2021-Q3,2021-10-28,2021-10-28,Scandic Hotels official reports archive
SHOT.ST,2021-Q4,2022-02-10,2022-02-10,Scandic Hotels official reports archive
SHOT.ST,2022-Q1,2022-04-27,2022-04-27,Scandic Hotels official reports archive
SHOT.ST,2022-Q2,2022-07-15,2022-07-15,Scandic Hotels official reports archive
SINT.ST,2018-Q3,2018-11-14,2018-11-14,SinterCast official press release archive
SINT.ST,2018-Q4,2019-02-20,2019-02-20,SinterCast official press release archive
SINT.ST,2019-Q1,2019-04-24,2019-04-24,SinterCast official press release archive
SINT.ST,2019-Q2,2019-08-22,2019-08-22,SinterCast official press release archive
SINT.ST,2019-Q3,2019-11-13,2019-11-13,SinterCast official press release archive
SINT.ST,2019-Q4,2020-02-19,2020-02-19,SinterCast official press release archive
SINT.ST,2020-Q1,2020-04-21,2020-04-21,SinterCast official press release archive
SINT.ST,2020-Q2,2020-08-19,2020-08-19,SinterCast official press release archive
SINT.ST,2020-Q3,2020-10-28,2020-10-28,SinterCast official press release archive
SINT.ST,2020-Q4,2021-02-10,2021-02-10,SinterCast official press release archive
SINT.ST,2021-Q1,2021-04-21,2021-04-21,SinterCast official press release archive
SINT.ST,2021-Q2,2021-08-18,2021-08-18,SinterCast official press release archive
SINT.ST,2021-Q3,2021-11-03,2021-11-03,SinterCast official press release archive
SINT.ST,2021-Q4,2022-02-08,2022-02-08,SinterCast official press release archive
SINT.ST,2022-Q1,2022-04-27,2022-04-27,SinterCast official press release archive
SINT.ST,2022-Q2,2022-08-17,2022-08-17,SinterCast official press release archive
SINT.ST,2022-Q3,2022-11-04,2022-11-04,SinterCast official press release archive
SINT.ST,2022-Q4,2023-02-08,2023-02-08,SinterCast official press release archive
SINT.ST,2023-Q1,2023-04-26,2023-04-26,SinterCast official press release archive
SINT.ST,2023-Q2,2023-08-16,2023-08-16,SinterCast official press release archive
SINT.ST,2023-Q3,2023-11-08,2023-11-08,SinterCast official press release archive
SINT.ST,2023-Q4,2024-02-28,2024-02-28,SinterCast official press release archive
SVED-B.ST,2018-Q3,2018-10-24,2018-10-24,Svedbergs Group official press release archive
SVED-B.ST,2018-Q4,2019-02-05,2019-02-05,Svedbergs Group official press release archive
SVED-B.ST,2019-Q1,2019-04-25,2019-04-25,Svedbergs Group official press release archive
SVED-B.ST,2019-Q2,2019-07-16,2019-07-16,Svedbergs Group official press release archive
SVED-B.ST,2019-Q3,2019-10-25,2019-10-25,Svedbergs Group official press release archive
SVED-B.ST,2019-Q4,2020-02-04,2020-02-04,Svedbergs Group official press release archive
SVED-B.ST,2020-Q1,2020-04-24,2020-04-24,Svedbergs Group official press release archive
SVED-B.ST,2020-Q2,2020-07-15,2020-07-15,Svedbergs Group official press release archive
SVED-B.ST,2020-Q3,2020-10-22,2020-10-22,Svedbergs Group official press release archive
SVED-B.ST,2020-Q4,2021-02-05,2021-02-05,Svedbergs Group official press release archive
SVED-B.ST,2021-Q1,2021-04-23,2021-04-23,Svedbergs Group official press release archive
SVED-B.ST,2021-Q2,2021-07-16,2021-07-16,Svedbergs Group official reports archive
SVED-B.ST,2021-Q3,2021-10-21,2021-10-21,Svedbergs Group official reports archive
SVED-B.ST,2021-Q4,2022-02-04,2022-02-04,Svedbergs Group official reports archive
SVED-B.ST,2022-Q1,2022-04-22,2022-04-22,Svedbergs Group official reports archive
SVED-B.ST,2022-Q2,2022-07-15,2022-07-15,Svedbergs Group official reports archive
SVED-B.ST,2022-Q3,2022-10-21,2022-10-21,Svedbergs Group official reports archive
SVED-B.ST,2022-Q4,2023-02-08,2023-02-08,Svedbergs Group official reports archive
SVED-B.ST,2023-Q1,2023-04-21,2023-04-21,Svedbergs Group official reports archive
SVED-B.ST,2023-Q2,2023-07-18,2023-07-18,Svedbergs Group official reports archive
SVED-B.ST,2023-Q3,2023-10-27,2023-10-27,Svedbergs Group official reports archive
PNDX-B.ST,2018-Q3,2018-10-25,2018-10-25,Pandox official interim reports archive
PNDX-B.ST,2018-Q4,2019-02-14,2019-02-14,Pandox official interim reports archive
PNDX-B.ST,2019-Q1,2019-04-26,2019-04-26,Pandox official interim reports archive
PNDX-B.ST,2019-Q2,2019-07-12,2019-07-12,Pandox official interim reports archive
PNDX-B.ST,2019-Q3,2019-10-24,2019-10-24,Pandox official interim reports archive
PNDX-B.ST,2019-Q4,2020-02-12,2020-02-12,Pandox official interim reports archive
PNDX-B.ST,2020-Q1,2020-04-29,2020-04-29,Pandox official interim reports archive
PNDX-B.ST,2020-Q2,2020-07-15,2020-07-15,Pandox official interim reports archive
PNDX-B.ST,2020-Q3,2020-10-23,2020-10-23,Pandox official interim reports archive
PNDX-B.ST,2020-Q4,2021-02-11,2021-02-11,Pandox official interim reports archive
PNDX-B.ST,2021-Q1,2021-04-27,2021-04-27,Pandox official interim reports archive
PNDX-B.ST,2021-Q2,2021-07-16,2021-07-16,Pandox official interim reports archive
PNDX-B.ST,2021-Q3,2021-10-27,2021-10-27,Pandox official interim reports archive
PNDX-B.ST,2021-Q4,2022-02-10,2022-02-10,Pandox official interim reports archive
PNDX-B.ST,2022-Q1,2022-04-27,2022-04-27,Pandox official interim reports archive
PNDX-B.ST,2022-Q2,2022-07-15,2022-07-15,Pandox official interim reports archive
PNDX-B.ST,2022-Q3,2022-10-27,2022-10-27,Pandox official interim reports archive
PNDX-B.ST,2022-Q4,2023-02-09,2023-02-09,Pandox official interim reports archive
PNDX-B.ST,2023-Q1,2023-04-26,2023-04-26,Pandox official interim reports archive
PNDX-B.ST,2023-Q2,2023-07-14,2023-07-14,Pandox official interim reports archive
PNDX-B.ST,2023-Q3,2023-10-26,2023-10-26,Pandox official interim reports archive
PLAZ-B.ST,2018-Q3,2018-10-25,2018-10-25,Platzer official reports archive
PLAZ-B.ST,2018-Q4,2019-02-08,2019-02-08,Platzer official reports archive
PLAZ-B.ST,2019-Q1,2019-04-25,2019-04-25,Platzer official reports archive
PLAZ-B.ST,2019-Q2,2019-07-09,2019-07-09,Platzer official reports archive
PLAZ-B.ST,2019-Q3,2019-10-25,2019-10-25,Platzer official reports archive
PLAZ-B.ST,2019-Q4,2020-02-07,2020-02-07,Platzer official reports archive
PLAZ-B.ST,2020-Q1,2020-04-16,2020-04-16,Platzer official reports archive
PLAZ-B.ST,2020-Q2,2020-07-07,2020-07-07,Platzer official reports archive
PLAZ-B.ST,2020-Q3,2020-10-23,2020-10-23,Platzer official reports archive
PLAZ-B.ST,2020-Q4,2021-01-29,2021-01-29,Platzer official reports archive
PLAZ-B.ST,2021-Q1,2021-04-21,2021-04-21,Platzer official reports archive
PLAZ-B.ST,2021-Q2,2021-07-06,2021-07-06,Platzer official reports archive
PLAZ-B.ST,2021-Q3,2021-10-19,2021-10-19,Platzer official reports archive
PLAZ-B.ST,2021-Q4,2022-01-28,2022-01-28,Platzer official reports archive
PLAZ-B.ST,2022-Q1,2022-04-20,2022-04-20,Platzer official reports archive
PLAZ-B.ST,2022-Q2,2022-07-06,2022-07-06,Platzer official reports archive
PLAZ-B.ST,2022-Q3,2022-10-18,2022-10-18,Platzer official reports archive
PLAZ-B.ST,2022-Q4,2023-01-27,2023-01-27,Platzer official reports archive
PLAZ-B.ST,2023-Q1,2023-04-19,2023-04-19,Platzer official reports archive
PLAZ-B.ST,2023-Q2,2023-07-05,2023-07-05,Platzer official reports archive
PLAZ-B.ST,2023-Q3,2023-10-17,2023-10-17,Platzer official reports archive
PLAZ-B.ST,2023-Q4,2024-01-26,2024-01-26,Platzer official reports archive
PLAZ-B.ST,2024-Q1,2024-04-17,2024-04-17,Platzer official reports archive
PLAZ-B.ST,2024-Q2,2024-07-05,2024-07-05,Platzer official reports archive
PLAZ-B.ST,2024-Q3,2024-10-15,2024-10-15,Platzer official reports archive
PLAZ-B.ST,2024-Q4,2025-01-28,2025-01-28,Platzer official reports archive
PLAZ-B.ST,2025-Q1,2025-04-11,2025-04-11,Platzer official reports archive
PLAZ-B.ST,2025-Q2,2025-07-04,2025-07-04,Platzer official reports archive
PLAZ-B.ST,2025-Q3,2025-10-10,2025-10-10,Platzer official reports archive
PLAZ-B.ST,2025-Q4,2026-01-30,2026-01-30,Platzer official reports archive
PLAZ-B.ST,2026-Q1,2026-04-17,2026-04-17,Platzer official reports archive
REJL-B.ST,2018-Q3,2018-10-25,2018-10-25,Rejlers official newsroom archive
REJL-B.ST,2018-Q4,2019-02-07,2019-02-07,Rejlers official newsroom archive
REJL-B.ST,2019-Q1,2019-05-03,2019-05-03,Rejlers official newsroom archive
REJL-B.ST,2019-Q2,2019-07-17,2019-07-17,Rejlers official newsroom archive
REJL-B.ST,2019-Q3,2019-10-23,2019-10-23,Rejlers official newsroom archive
REJL-B.ST,2019-Q4,2020-02-07,2020-02-07,Rejlers official newsroom archive
REJL-B.ST,2020-Q1,2020-04-22,2020-04-22,Rejlers official newsroom archive
REJL-B.ST,2020-Q2,2020-07-16,2020-07-16,Rejlers official newsroom archive
REJL-B.ST,2020-Q3,2020-10-23,2020-10-23,Rejlers official newsroom archive
REJL-B.ST,2020-Q4,2021-02-05,2021-02-05,Rejlers official newsroom archive
REJL-B.ST,2021-Q1,2021-04-22,2021-04-22,Rejlers official newsroom archive
REJL-B.ST,2021-Q2,2021-07-15,2021-07-15,Rejlers official newsroom archive
REJL-B.ST,2021-Q3,2021-10-26,2021-10-26,Rejlers official newsroom archive
REJL-B.ST,2021-Q4,2022-02-03,2022-02-03,Rejlers official newsroom archive
REJL-B.ST,2022-Q1,2022-04-21,2022-04-21,Rejlers official newsroom archive
REJL-B.ST,2022-Q2,2022-07-15,2022-07-15,Rejlers official newsroom archive
REJL-B.ST,2022-Q3,2022-10-25,2022-10-25,Rejlers official newsroom archive
REJL-B.ST,2022-Q4,2023-02-02,2023-02-02,Rejlers official newsroom archive
REJL-B.ST,2023-Q1,2023-04-20,2023-04-20,Rejlers official newsroom archive
REJL-B.ST,2023-Q2,2023-07-14,2023-07-14,Rejlers official newsroom archive
REJL-B.ST,2023-Q3,2023-10-25,2023-10-25,Rejlers official newsroom archive
REJL-B.ST,2023-Q4,2024-02-02,2024-02-02,Rejlers official newsroom archive
REJL-B.ST,2024-Q1,2024-04-25,2024-04-25,Rejlers official newsroom archive
SAGA-A.ST,2018-Q3,2018-10-25,2018-10-25,Sagax official financial reports archive
SAGA-A.ST,2018-Q4,2019-02-07,2019-02-07,Sagax official financial reports archive
SAGA-A.ST,2019-Q1,2019-05-17,2019-05-17,Sagax official financial reports archive
SAGA-A.ST,2019-Q2,2019-07-12,2019-07-12,Sagax official financial reports archive
SAGA-A.ST,2019-Q3,2019-10-24,2019-10-24,Sagax official financial reports archive
SAGA-A.ST,2019-Q4,2020-02-07,2020-02-07,Sagax official financial reports archive
SAGA-A.ST,2020-Q1,2020-05-06,2020-05-06,Sagax official financial reports archive
SAGA-A.ST,2020-Q2,2020-07-13,2020-07-13,Sagax official financial reports archive
SAGA-A.ST,2020-Q3,2020-10-27,2020-10-27,Sagax official financial reports archive
SAGA-A.ST,2020-Q4,2021-02-08,2021-02-08,Sagax official financial reports archive
SAGA-A.ST,2021-Q1,2021-05-05,2021-05-05,Sagax official financial reports archive
SAGA-A.ST,2021-Q2,2021-07-15,2021-07-15,Sagax official financial reports archive
SAGA-A.ST,2021-Q3,2021-10-28,2021-10-28,Sagax official financial reports archive
SAGA-A.ST,2021-Q4,2022-02-11,2022-02-11,Sagax official financial reports archive
SAGA-A.ST,2022-Q1,2022-05-11,2022-05-11,Sagax official financial reports archive
SAGA-A.ST,2022-Q2,2022-07-14,2022-07-14,Sagax official financial reports archive
SAGA-A.ST,2022-Q3,2022-10-27,2022-10-27,Sagax official financial reports archive
SAGA-A.ST,2022-Q4,2023-02-17,2023-02-17,Sagax official financial reports archive
SAGA-A.ST,2023-Q1,2023-05-09,2023-05-09,Sagax official financial reports archive
SAGA-A.ST,2023-Q2,2023-07-17,2023-07-17,Sagax official financial reports archive
SAGA-A.ST,2023-Q3,2023-10-27,2023-10-27,Sagax official financial reports archive
SAGA-A.ST,2023-Q4,2024-02-22,2024-02-22,Sagax official financial reports archive
SAGA-A.ST,2024-Q1,2024-05-08,2024-05-08,Sagax official financial reports archive
SAGA-A.ST,2024-Q2,2024-07-15,2024-07-15,Sagax official financial reports archive
SAGA-A.ST,2024-Q3,2024-10-25,2024-10-25,Sagax official financial reports archive
SAGA-A.ST,2024-Q4,2025-02-21,2025-02-21,Sagax official financial reports archive
SAGA-A.ST,2025-Q1,2025-05-08,2025-05-08,Sagax official financial reports archive
SAGA-A.ST,2025-Q2,2025-07-14,2025-07-14,Sagax official financial reports archive
SAGA-A.ST,2025-Q3,2025-10-24,2025-10-24,Sagax official financial reports archive
SAGA-A.ST,2025-Q4,2026-02-09,2026-02-09,Sagax official financial reports archive
SAGA-A.ST,2026-Q1,2026-05-08,2026-05-08,Sagax official financial reports archive
SAGA-A.ST,2026-Q2,2026-07-13,2026-07-13,Sagax official financial reports archive
SECT-B.ST,2018-Q3,2018-09-04,2018-09-04,Sectra official financial reports archive
SECT-B.ST,2018-Q4,2018-12-07,2018-12-07,Sectra official financial reports archive
SECT-B.ST,2019-Q1,2019-03-06,2019-03-06,Sectra official financial reports archive
SECT-B.ST,2019-Q2,2019-05-28,2019-05-28,Sectra official financial reports archive
SECT-B.ST,2019-Q3,2019-09-03,2019-09-03,Sectra official financial reports archive
SECT-B.ST,2019-Q4,2019-11-29,2019-11-29,Sectra official financial reports archive
SECT-B.ST,2020-Q1,2020-03-04,2020-03-04,Sectra official financial reports archive
SECT-B.ST,2020-Q2,2020-06-03,2020-06-03,Sectra official financial reports archive
SECT-B.ST,2020-Q3,2020-09-04,2020-09-04,Sectra official financial reports archive
SECT-B.ST,2020-Q4,2020-11-27,2020-11-27,Sectra official financial reports archive
SECT-B.ST,2021-Q1,2021-03-12,2021-03-12,Sectra official financial reports archive
SECT-B.ST,2021-Q2,2021-06-02,2021-06-02,Sectra official financial reports archive
SECT-B.ST,2021-Q3,2021-09-03,2021-09-03,Sectra official financial reports archive
SECT-B.ST,2021-Q4,2021-12-10,2021-12-10,Sectra official financial reports archive
SECT-B.ST,2022-Q1,2022-03-09,2022-03-09,Sectra official financial reports archive
SECT-B.ST,2022-Q2,2022-06-03,2022-06-03,Sectra official financial reports archive
SECT-B.ST,2022-Q3,2022-09-02,2022-09-02,Sectra official financial reports archive
SECT-B.ST,2022-Q4,2022-12-16,2022-12-16,Sectra official financial reports archive
SECT-B.ST,2023-Q1,2023-03-10,2023-03-10,Sectra official financial reports archive
SECT-B.ST,2023-Q2,2023-06-02,2023-06-02,Sectra official financial reports archive
SECT-B.ST,2023-Q3,2023-09-05,2023-09-05,Sectra official financial reports archive
SECT-B.ST,2023-Q4,2023-12-15,2023-12-15,Sectra official financial reports archive
SECT-B.ST,2024-Q1,2024-03-08,2024-03-08,Sectra official financial reports archive
SECT-B.ST,2024-Q2,2024-06-05,2024-06-05,Sectra official financial reports archive
SECT-B.ST,2024-Q3,2024-09-06,2024-09-06,Sectra official financial reports archive
SECT-B.ST,2024-Q4,2024-12-12,2024-12-12,Sectra official financial reports archive
SECT-B.ST,2025-Q1,2025-03-14,2025-03-14,Sectra official financial reports archive
SECT-B.ST,2025-Q2,2025-06-05,2025-06-05,Sectra official financial reports archive
BORG.ST,2026-Q2,2026-08-14,2026-08-14,Bjorn Borg official Q2 2026 interim report
EKTA-B.ST,2025-Q2,2025-05-28,2025-05-28,Elekta official FY 2024/25 year-end report
EMBRAC-B.ST,2025-Q1,2025-05-22,2025-05-22,Embracer official FY 2024/25 year-end report
EMBRAC-B.ST,2026-Q2,2026-08-13,2026-08-13,Embracer official Q1 2026/27 interim report
GENO.ST,2022-Q3,2022-10-27,2022-10-27,Genova official January-September 2022 interim report
HUFV-A.ST,2023-Q4,2024-02-15,2024-02-15,Hufvudstaden official 2023 year-end report
INTRUM.ST,2026-Q2,2026-08-28,2026-08-28,Intrum official April-June 2026 interim report
NEWA-B.ST,2023-Q4,2024-02-08,2024-02-08,New Wave Group official 2023 year-end report
NEWA-B.ST,2024-Q4,2025-02-06,2025-02-06,New Wave Group official 2024 year-end report
NORION.ST,2022-Q4,2023-02-08,2023-02-08,Collector Bank official 2022 year-end report
NORION.ST,2024-Q4,2025-02-05,2025-02-05,Norion Bank official 2024 year-end report
SVED-B.ST,2024-Q4,2025-02-11,2025-02-11,Svedbergs Group official 2024 year-end report
SYSR.ST,2025-Q2,2025-06-05,2025-06-05,Systemair official FY 2024/25 year-end report
INTRUM.ST,2018-Q3,2018-10-26,2018-10-26,Intrum official interim report archive
INTRUM.ST,2018-Q4,2019-01-30,2019-01-30,Intrum official interim report archive
INTRUM.ST,2019-Q1,2019-04-26,2019-04-26,Intrum official interim report archive
INTRUM.ST,2019-Q2,2019-07-18,2019-07-18,Intrum official interim report archive
INTRUM.ST,2019-Q3,2019-10-23,2019-10-23,Intrum official interim report archive
INTRUM.ST,2019-Q4,2020-02-04,2020-02-04,Intrum official interim report archive
INTRUM.ST,2020-Q1,2020-05-06,2020-05-06,Intrum official interim report archive
INTRUM.ST,2020-Q2,2020-07-23,2020-07-23,Intrum official interim report archive
INTRUM.ST,2020-Q3,2020-10-23,2020-10-23,Intrum official interim report archive
INTRUM.ST,2020-Q4,2021-01-28,2021-01-28,Intrum official interim report archive
INTRUM.ST,2021-Q1,2021-04-29,2021-04-29,Intrum official interim report archive
INTRUM.ST,2021-Q2,2021-07-22,2021-07-22,Intrum official interim report archive
INTRUM.ST,2021-Q3,2021-10-21,2021-10-21,Intrum official interim report archive
INTRUM.ST,2021-Q4,2022-01-27,2022-01-27,Intrum official 2021 year-end announcement
INTRUM.ST,2022-Q1,2022-04-29,2022-04-29,Intrum official January-March 2022 interim results
INTRUM.ST,2022-Q2,2022-07-21,2022-07-21,Intrum official April-June 2022 interim results
INTRUM.ST,2022-Q3,2022-10-27,2022-10-27,Intrum official July-September 2022 interim results
INTRUM.ST,2022-Q4,2023-01-26,2023-01-26,Intrum official 2022 year-end announcement
INTRUM.ST,2023-Q1,2023-04-27,2023-04-27,Intrum official January-March 2023 interim results
INTRUM.ST,2023-Q2,2023-07-20,2023-07-20,Intrum official April-June 2023 interim results
GENO.ST,2022-Q4,2023-02-15,2023-02-15,Genova official 2022 year-end report
GENO.ST,2023-Q1,2023-05-16,2023-05-16,Genova official January-March 2023 interim report
GENO.ST,2023-Q2,2023-08-16,2023-08-16,Genova official January-June 2023 interim report
NORION.ST,2023-Q1,2023-04-25,2023-04-25,Norion Bank official January-March 2023 interim report
NORION.ST,2023-Q2,2023-07-13,2023-07-13,Norion Bank official January-June 2023 interim report
EQL.ST,2026-Q2,2026-08-07,2026-08-07,EQL Pharma official Q1 2026/27 interim report
GENO.ST,2026-Q2,2026-08-14,2026-08-14,Genova official January-June 2026 interim report
LIME.ST,2025-Q2,2025-07-11,2025-07-11,Lime Technologies official January-June 2025 interim report
MSAB-B.ST,2026-Q2,2026-07-16,2026-07-16,MSAB official Q2 2026 interim report
NORION.ST,2026-Q2,2026-07-14,2026-07-14,Norion Bank official January-June 2026 interim report
SFAST.ST,2026-Q2,2026-07-09,2026-07-09,Stenhus Fastigheter official January-June 2026 interim report
SINT.ST,2026-Q2,2026-08-19,2026-08-19,SinterCast official Q2 2026 interim report
SVED-B.ST,2026-Q2,2026-07-15,2026-07-15,Svedbergs Group official January-June 2026 interim report
WIHL.ST,2026-Q2,2026-07-06,2026-07-06,Wihlborgs official January-June 2026 interim report
ZZ-B.ST,2026-Q1,2026-05-22,2026-05-22,Zinzino official Q1 2026 interim report
BERG-B.ST,2018-Q3,2018-10-26,2018-10-26,Bergman & Beving official reports archive corrected fiscal-quarter alignment
BERG-B.ST,2018-Q4,2019-02-08,2019-02-08,Bergman & Beving official reports archive corrected fiscal-quarter alignment
BERG-B.ST,2019-Q1,2019-05-16,2019-05-16,Bergman & Beving official reports archive corrected fiscal-quarter alignment
BERG-B.ST,2019-Q2,2019-07-17,2019-07-17,Bergman & Beving official reports archive corrected fiscal-quarter alignment
BERG-B.ST,2019-Q3,2019-10-25,2019-10-25,Bergman & Beving official reports archive corrected fiscal-quarter alignment
BERG-B.ST,2019-Q4,2020-02-07,2020-02-07,Bergman & Beving official reports archive corrected fiscal-quarter alignment
BERG-B.ST,2020-Q1,2020-05-15,2020-05-15,Bergman & Beving official reports archive corrected fiscal-quarter alignment
BERG-B.ST,2020-Q2,2020-07-15,2020-07-15,Bergman & Beving official reports archive corrected fiscal-quarter alignment
BERG-B.ST,2020-Q3,2020-10-22,2020-10-22,Bergman & Beving official reports archive corrected fiscal-quarter alignment
BERG-B.ST,2020-Q4,2021-02-05,2021-02-05,Bergman & Beving official reports archive corrected fiscal-quarter alignment
BERG-B.ST,2021-Q1,2021-05-12,2021-05-12,Bergman & Beving official reports archive corrected fiscal-quarter alignment
BERG-B.ST,2021-Q2,2021-07-14,2021-07-14,Bergman & Beving official reports archive corrected fiscal-quarter alignment
BERG-B.ST,2021-Q3,2021-10-20,2021-10-20,Bergman & Beving official reports archive corrected fiscal-quarter alignment
BERG-B.ST,2021-Q4,2022-02-09,2022-02-09,Bergman & Beving official reports archive corrected fiscal-quarter alignment
BERG-B.ST,2022-Q1,2022-05-13,2022-05-13,Bergman & Beving official reports archive corrected fiscal-quarter alignment
